"category","currency","delivery_date","dispatch_date","modified_at","order_date","order_ref","product","qty","status","supplier","expected_delivery"
"equipment","USD","","","04/07/2024","04/07/2024","352","Untraceable Extra Probe","43","Raised","[REDACTED]","28/07/2024"
"equipment","USD","","","05/07/2024","04/07/2024","352","Untraceable Extra Probe","60","Raised","[REDACTED]","28/07/2024"
"equipment","USD","","13/07/2024","13/07/2024","04/07/2024","352","Untraceable Extra Probe","60","Dispatched","[REDACTED]","28/07/2024"
"equipment","USD","29/07/2024","13/07/2024","29/07/2024","04/07/2024","352","Untraceable Extra Probe","60","Delivered","[REDACTED]","28/07/2024"
"consumables","GBP","","","02/09/2024","02/09/2024","353","Ordinary Reagent","66","Raised","ChemSupply Ltd","10/09/2024"
"consumables","GBP","","05/09/2024","05/09/2024","02/09/2024","353","Ordinary Reagent","66","Dispatched","ChemSupply Ltd","10/09/2024"
"consumables","USD","","","12/02/2024","12/02/2024","354","Approved Solvent","14","Raised","BulkChem Inc","18/03/2024"
"consumables","USD","","","08/08/2024","08/08/2024","355","Budget Reagent","82","Raised","BulkChem Inc","12/09/2024"
"consumables","USD","","","15/08/2024","08/08/2024","355","Budget Reagent","91","Raised","BulkChem Inc","12/09/2024"
"equipment","JPY","","","23/06/2024","23/06/2024","356","Standard Sensor","10","Raised","LabTech Solutions","21/07/2024"
"equipment","JPY","","28/06/2024","28/06/2024","23/06/2024","356","Standard Sensor","10","Dispatched","LabTech Solutions","21/07/2024"
"equipment","JPY","13/07/2024","28/06/2024","13/07/2024","23/06/2024","356","Standard Sensor","10","Delivered","LabTech Solutions","21/07/2024"
"consumables","GBP","","","01/04/2024","01/04/2024","357","Standard Filter","41","Raised","ChemSupply Ltd","09/04/2024"
"consumables","GBP","","03/04/2024","03/04/2024","01/04/2024","357","Standard Filter","41","Dispatched","ChemSupply Ltd","09/04/2024"
"consumables","GBP","11/04/2024","03/04/2024","11/04/2024","01/04/2024","357","Standard Filter","41","Delivered","ChemSupply Ltd","09/04/2024"
"consumables","GBP","","","16/12/2024","16/12/2024","358","Standard Solvent","56","Raised","ChemSupply Ltd","24/12/2024"
"consumables","GBP","","","18/12/2024","16/12/2024","358","Standard Solvent","39","Raised","ChemSupply Ltd","24/12/2024"
"consumables","GBP","","19/12/2024","19/12/2024","16/12/2024","358","Standard Solvent","39","Dispatched","ChemSupply Ltd","24/12/2024"
"consumables","USD","","","01/06/2024","01/06/2024","359","Unstable Reagent","44","Raised","[REDACTED]","25/06/2024"
"consumables","USD","","20/06/2024","20/06/2024","01/06/2024","359","Unstable Reagent","44","Dispatched","[REDACTED]","25/06/2024"
"consumables","USD","04/07/2024","20/06/2024","04/07/2024","01/06/2024","359","Unstable Reagent","44","Delivered","[REDACTED]","25/06/2024"
"reference","GBP","","","05/10/2024","05/10/2024","360","TEST ITEM - DO NOT USE","52","Raised","SYSTEM_TEST","07/10/2024"
"reference","GBP","","","05/10/2024","05/10/2024","360","TEST ITEM - DO NOT USE","52","Raised","SYSTEM_TEST","07/10/2024"
"reference","GBP","","06/10/2024","06/10/2024","05/10/2024","360","TEST ITEM - DO NOT USE","52","Dispatched","SYSTEM_TEST","07/10/2024"
"reference","GBP","07/10/2024","06/10/2024","07/10/2024","05/10/2024","360","TEST ITEM - DO NOT USE","52","Delivered","SYSTEM_TEST","07/10/2024"
"reference","GBP","","","17/07/2024","17/07/2024","361","TEST ITEM - DO NOT USE","85","Raised","SYSTEM_TEST","19/07/2024"
"reference","GBP","","","17/07/2024","17/07/2024","361","TEST ITEM - DO NOT USE","85","Raised","SYSTEM_TEST","19/07/2024"
"reference","GBP","","18/07/2024","18/07/2024","17/07/2024","361","TEST ITEM - DO NOT USE","85","Dispatched","SYSTEM_TEST","19/07/2024"
"reference","GBP","19/07/2024","18/07/2024","19/07/2024","17/07/2024","361","TEST ITEM - DO NOT USE","85","Delivered","SYSTEM_TEST","19/07/2024"
"equipment","JPY","","","21/06/2024","21/06/2024","362","Precision Sensor","55","Raised","LabTech Solutions","19/07/2024"
"equipment","JPY","","03/07/2024","03/07/2024","21/06/2024","362","Precision Sensor","55","Dispatched","LabTech Solutions","19/07/2024"
"equipment","JPY","25/07/2024","03/07/2024","25/07/2024","21/06/2024","362","Precision Sensor","55","Delivered","LabTech Solutions","19/07/2024"
"consumables","GBP","","","25/02/2024","25/02/2024","363","General-Purpose Solvent","13","Raised","ChemSupply Ltd","04/03/2024"
"consumables","GBP","","27/02/2024","27/02/2024","25/02/2024","363","General-Purpose Solvent","13","Dispatched","ChemSupply Ltd","04/03/2024"
"consumables","USD","","","03/02/2024","03/02/2024","364","Regulation Reagent","7","Raised","BulkChem Inc","09/03/2024"
"consumables","USD","","16/02/2024","16/02/2024","03/02/2024","364","Regulation Reagent","7","Dispatched","BulkChem Inc","09/03/2024"
"consumables","USD","04/03/2024","16/02/2024","04/03/2024","03/02/2024","364","Regulation Reagent","7","Delivered","BulkChem Inc","09/03/2024"
"consumables","USD","","","12/08/2024","12/08/2024","365","Approved Solvent","14","Raised","BulkChem Inc","16/09/2024"
"consumables","GBP","","","17/10/2024","17/10/2024","366","Regular Solvent","83","Raised","ChemSupply Ltd","25/10/2024"
"reference","GBP","","","30/08/2024","30/08/2024","367","TEST ITEM - DO NOT USE","70","Raised","SYSTEM_TEST","01/09/2024"
"reference","GBP","","31/08/2024","31/08/2024","30/08/2024","367","TEST ITEM - DO NOT USE","70","Dispatched","SYSTEM_TEST","01/09/2024"
"reference","GBP","","","21/05/2024","21/05/2024","368","TEST ITEM - DO NOT USE","50","Raised","SYSTEM_TEST","23/05/2024"
"reference","GBP","","22/05/2024","22/05/2024","21/05/2024","368","TEST ITEM - DO NOT USE","50","Dispatched","SYSTEM_TEST","23/05/2024"
"consumables","USD","","","12/06/2024","12/06/2024","369","Discount Filter","42","Raised","BulkChem Inc","17/07/2024"
"consumables","USD","","18/06/2024","18/06/2024","12/06/2024","369","Discount Filter","42","Dispatched","BulkChem Inc","17/07/2024"
"consumables","USD","13/07/2024","18/06/2024","13/07/2024","12/06/2024","369","Discount Filter","42","Delivered","BulkChem Inc","17/07/2024"
"equipment","JPY","","","10/04/2024","10/04/2024","370","Standard Sensor","65","Raised","LabTech Solutions","08/05/2024"
"equipment","JPY","","14/04/2024","14/04/2024","10/04/2024","370","Standard Sensor","65","Dispatched","LabTech Solutions","08/05/2024"
"reference","GBP","","","17/04/2024","17/04/2024","371","TEST ITEM - DO NOT USE","40","Raised","SYSTEM_TEST","19/04/2024"
"consumables","GBP","","","14/04/2024","14/04/2024","372","Premium-Quality Solvent","25","Raised","ChemSupply Ltd","22/04/2024"
"consumables","GBP","","18/04/2024","18/04/2024","14/04/2024","372","Premium-Quality Solvent","25","Dispatched","ChemSupply Ltd","22/04/2024"
"consumables","GBP","23/04/2024","18/04/2024","23/04/2024","14/04/2024","372","Premium-Quality Solvent","25","Delivered","ChemSupply Ltd","22/04/2024"
"reference","GBP","","","19/12/2024","19/12/2024","373","TEST ITEM - DO NOT USE","59","Raised","SYSTEM_TEST","21/12/2024"
"reference","GBP","","20/12/2024","20/12/2024","19/12/2024","373","TEST ITEM - DO NOT USE","59","Dispatched","SYSTEM_TEST","21/12/2024"
"reference","GBP","21/12/2024","20/12/2024","21/12/2024","19/12/2024","373","TEST ITEM - DO NOT USE","59","Delivered","SYSTEM_TEST","21/12/2024"
"consumables","GBP","","","25/12/2024","25/12/2024","374","Ordinary Reagent","11","Raised","ChemSupply Ltd","02/01/2025"
"consumables","GBP","","28/12/2024","28/12/2024","25/12/2024","374","Ordinary Reagent","11","Dispatched","ChemSupply Ltd","02/01/2025"
"consumables","GBP","01/01/2025","28/12/2024","01/01/2025","25/12/2024","374","Ordinary Reagent","11","Delivered","ChemSupply Ltd","02/01/2025"
"consumables","GBP","","","31/03/2024","31/03/2024","375","Ordinary Filter","47","Raised","ChemSupply Ltd","08/04/2024"
"consumables","GBP","","","01/04/2024","31/03/2024","375","Ordinary Filter","45","Raised","ChemSupply Ltd","08/04/2024"
"consumables","GBP","","02/04/2024","02/04/2024","31/03/2024","375","Ordinary Filter","45","Dispatched","ChemSupply Ltd","08/04/2024"
"consumables","GBP","05/04/2024","02/04/2024","05/04/2024","31/03/2024","375","Ordinary Filter","45","Delivered","ChemSupply Ltd","08/04/2024"
"consumables","GBP","","","26/01/2024","26/01/2024","376","High-Grade Filter","51","Raised","ChemSupply Ltd","03/02/2024"
"consumables","GBP","","","29/01/2024","26/01/2024","376","High-Grade Filter","98","Raised","ChemSupply Ltd","03/02/2024"
"consumables","GBP","","31/01/2024","31/01/2024","26/01/2024","376","High-Grade Filter","98","Dispatched","ChemSupply Ltd","03/02/2024"
"consumables","GBP","07/02/2024","31/01/2024","07/02/2024","26/01/2024","376","High-Grade Filter","98","Delivered","ChemSupply Ltd","03/02/2024"
"consumables","USD","","","25/01/2024","25/01/2024","377","Discount Filter","89","Raised","BulkChem Inc","29/02/2024"
"consumables","USD","","02/02/2024","02/02/2024","25/01/2024","377","Discount Filter","89","Dispatched","BulkChem Inc","29/02/2024"
"equipment","JPY","","","04/04/2024","04/04/2024","378","Ultra Sensor","13","Raised","LabTech Solutions","02/05/2024"
"equipment","JPY","","","07/04/2024","04/04/2024","378","Ultra Sensor","16","Raised","LabTech Solutions","02/05/2024"
"equipment","JPY","","15/04/2024","15/04/2024","04/04/2024","378","Ultra Sensor","16","Dispatched","LabTech Solutions","02/05/2024"
"reference","GBP","","","26/05/2024","26/05/2024","379","TEST ITEM - DO NOT USE","95","Raised","SYSTEM_TEST","28/05/2024"
"reference","GBP","","27/05/2024","27/05/2024","26/05/2024","379","TEST ITEM - DO NOT USE","95","Dispatched","SYSTEM_TEST","28/05/2024"
"reference","GBP","","","27/07/2024","27/07/2024","380","TEST ITEM - DO NOT USE","36","Raised","SYSTEM_TEST","29/07/2024"
"reference","GBP","","28/07/2024","28/07/2024","27/07/2024","380","TEST ITEM - DO NOT USE","36","Dispatched","SYSTEM_TEST","29/07/2024"
"reference","GBP","29/07/2024","28/07/2024","29/07/2024","27/07/2024","380","TEST ITEM - DO NOT USE","36","Delivered","SYSTEM_TEST","29/07/2024"
"equipment","JPY","","","26/02/2024","26/02/2024","381","Hyper Probe","91","Raised","LabTech Solutions","25/03/2024"
"equipment","JPY","","","27/02/2024","26/02/2024","381","Hyper Probe","79","Raised","LabTech Solutions","25/03/2024"
"equipment","JPY","","06/03/2024","06/03/2024","26/02/2024","381","Hyper Probe","79","Dispatched","LabTech Solutions","25/03/2024"
"equipment","JPY","","","16/03/2024","16/03/2024","382","Ultra Sensor","12","Raised","LabTech Solutions","13/04/2024"
"equipment","JPY","","","21/03/2024","16/03/2024","382","Ultra Sensor","61","Raised","LabTech Solutions","13/04/2024"
"equipment","JPY","","24/03/2024","24/03/2024","16/03/2024","382","Ultra Sensor","61","Dispatched","LabTech Solutions","13/04/2024"
"equipment","JPY","08/04/2024","24/03/2024","08/04/2024","16/03/2024","382","Ultra Sensor","61","Delivered","LabTech Solutions","13/04/2024"
"equipment","JPY","","","18/05/2024","18/05/2024","383","Performance Sensor","91","Raised","LabTech Solutions","15/06/2024"
"equipment","JPY","","","27/05/2024","18/05/2024","383","Performance Sensor","29","Raised","LabTech Solutions","15/06/2024"
"equipment","JPY","","28/05/2024","28/05/2024","18/05/2024","383","Performance Sensor","29","Dispatched","LabTech Solutions","15/06/2024"
"equipment","JPY","26/06/2024","28/05/2024","26/06/2024","18/05/2024","383","Performance Sensor","29","Delivered","LabTech Solutions","15/06/2024"
"reference","GBP","","","31/10/2024","31/10/2024","384","TEST ITEM - DO NOT USE","54","Raised","SYSTEM_TEST","02/11/2024"
"reference","GBP","","01/11/2024","01/11/2024","31/10/2024","384","TEST ITEM - DO NOT USE","54","Dispatched","SYSTEM_TEST","02/11/2024"
"reference","GBP","02/11/2024","01/11/2024","02/11/2024","31/10/2024","384","TEST ITEM - DO NOT USE","54","Delivered","SYSTEM_TEST","02/11/2024"
"consumables","USD","","","21/02/2024","21/02/2024","385","Mass-Produced Filter","21","Raised","BulkChem Inc","27/03/2024"
"consumables","USD","","","03/03/2024","21/02/2024","385","Mass-Produced Filter","51","Raised","BulkChem Inc","27/03/2024"
"reference","GBP","","","21/01/2024","21/01/2024","386","TEST ITEM - DO NOT USE","46","Raised","SYSTEM_TEST","23/01/2024"
"reference","GBP","","22/01/2024","22/01/2024","21/01/2024","386","TEST ITEM - DO NOT USE","46","Dispatched","SYSTEM_TEST","23/01/2024"
"reference","GBP","23/01/2024","22/01/2024","23/01/2024","21/01/2024","386","TEST ITEM - DO NOT USE","46","Delivered","SYSTEM_TEST","23/01/2024"
"equipment","USD","","","26/03/2024","26/03/2024","387","Suspiciously Cheap Sensor","56","Raised","[REDACTED]","19/04/2024"
"equipment","USD","","","26/03/2024","26/03/2024","387","Suspiciously Cheap Sensor","56","Raised","[REDACTED]","19/04/2024"
"equipment","USD","","","04/04/2024","26/03/2024","387","Suspiciously Cheap Sensor","96","Raised","[REDACTED]","19/04/2024"
"equipment","JPY","","","03/03/2024","03/03/2024","388","Precision Sensor","91","Raised","LabTech Solutions","31/03/2024"
"equipment","JPY","","07/03/2024","07/03/2024","03/03/2024","388","Precision Sensor","91","Dispatched","LabTech Solutions","31/03/2024"
"equipment","JPY","27/03/2024","07/03/2024","27/03/2024","03/03/2024","388","Precision Sensor","91","Delivered","LabTech Solutions","31/03/2024"
"equipment","USD","","","16/02/2024","16/02/2024","389","Suspiciously Cheap Probe","100","Raised","[REDACTED]","11/03/2024"
"equipment","JPY","","","10/12/2024","10/12/2024","390","Performance Sensor","83","Raised","LabTech Solutions","07/01/2025"
"equipment","JPY","","21/12/2024","21/12/2024","10/12/2024","390","Performance Sensor","83","Dispatched","LabTech Solutions","07/01/2025"
"equipment","JPY","06/01/2025","21/12/2024","06/01/2025","10/12/2024","390","Performance Sensor","83","Delivered","LabTech Solutions","07/01/2025"
"consumables","USD","","","12/06/2024","12/06/2024","391","Mass-Produced Reagent","7","Raised","BulkChem Inc","17/07/2024"
"consumables","USD","","03/07/2024","03/07/2024","12/06/2024","391","Mass-Produced Reagent","7","Dispatched","BulkChem Inc","17/07/2024"
"equipment","JPY","","","21/04/2024","21/04/2024","392","Ultra Sensor","21","Raised","LabTech Solutions","19/05/2024"
"consumables","GBP","","","30/01/2024","30/01/2024","393","Regular Filter","88","Raised","ChemSupply Ltd","07/02/2024"
"consumables","GBP","","01/02/2024","01/02/2024","30/01/2024","393","Regular Filter","88","Dispatched","ChemSupply Ltd","07/02/2024"
"consumables","GBP","05/02/2024","01/02/2024","05/02/2024","30/01/2024","393","Regular Filter","88","Delivered","ChemSupply Ltd","07/02/2024"
"consumables","USD","","","25/11/2024","25/11/2024","394","Budget Reagent","85","Raised","BulkChem Inc","30/12/2024"
"consumables","USD","","","09/12/2024","25/11/2024","394","Budget Reagent","61","Raised","BulkChem Inc","30/12/2024"
"consumables","USD","","10/12/2024","10/12/2024","25/11/2024","394","Budget Reagent","61","Dispatched","BulkChem Inc","30/12/2024"
"consumables","USD","","","08/11/2024","08/11/2024","395","Mass-Produced Reagent","65","Raised","BulkChem Inc","13/12/2024"
"consumables","USD","","16/11/2024","16/11/2024","08/11/2024","395","Mass-Produced Reagent","65","Dispatched","BulkChem Inc","13/12/2024"
"consumables","USD","14/12/2024","16/11/2024","14/12/2024","08/11/2024","395","Mass-Produced Reagent","65","Delivered","BulkChem Inc","13/12/2024"
"equipment","JPY","","","14/11/2024","14/11/2024","396","Standard Probe","1","Raised","LabTech Solutions","12/12/2024"
"equipment","JPY","","21/11/2024","21/11/2024","14/11/2024","396","Standard Probe","1","Dispatched","LabTech Solutions","12/12/2024"
"equipment","JPY","07/12/2024","21/11/2024","07/12/2024","14/11/2024","396","Standard Probe","1","Delivered","LabTech Solutions","12/12/2024"
"consumables","USD","","","10/03/2024","10/03/2024","397","Mass-Produced Reagent","76","Raised","BulkChem Inc","14/04/2024"
"consumables","USD","","","10/03/2024","10/03/2024","397","Mass-Produced Reagent","76","Raised","BulkChem Inc","14/04/2024"
"consumables","USD","","19/03/2024","19/03/2024","10/03/2024","397","Mass-Produced Reagent","76","Dispatched","BulkChem Inc","14/04/2024"
"consumables","USD","09/04/2024","19/03/2024","09/04/2024","10/03/2024","397","Mass-Produced Reagent","76","Delivered","BulkChem Inc","14/04/2024"
"consumables","USD","","","04/07/2024","04/07/2024","398","Bargain Reagent","25","Raised","BulkChem Inc","08/08/2024"
"consumables","USD","","14/07/2024","14/07/2024","04/07/2024","398","Bargain Reagent","25","Dispatched","BulkChem Inc","08/08/2024"
"consumables","USD","10/08/2024","14/07/2024","10/08/2024","04/07/2024","398","Bargain Reagent","25","Delivered","BulkChem Inc","08/08/2024"
"consumables","USD","","","18/09/2024","18/09/2024","399","Budget Filter","43","Raised","BulkChem Inc","23/10/2024"
"consumables","USD","","02/10/2024","02/10/2024","18/09/2024","399","Budget Filter","43","Dispatched","BulkChem Inc","23/10/2024"
"consumables","USD","11/11/2024","02/10/2024","11/11/2024","18/09/2024","399","Budget Filter","43","Delivered","BulkChem Inc","23/10/2024"
"equipment","USD","","","06/01/2024","06/01/2024","400","Unlabelled Sensor","42","Raised","[REDACTED]","30/01/2024"
"equipment","USD","","22/01/2024","22/01/2024","06/01/2024","400","Unlabelled Sensor","42","Dispatched","[REDACTED]","30/01/2024"
"equipment","USD","06/02/2024","22/01/2024","06/02/2024","06/01/2024","400","Unlabelled Sensor","42","Delivered","[REDACTED]","30/01/2024"
